Initial = 100; // Initial energy level at the depot
Eth = 20;	// Minimum energy level
Cswap = 50;	// Cost of swapping a module
Tswap = 2;	// Time to swap a battery module
M = 5;		// The total number of battery modules

S = 0;		// Sourse of EV
D = 16;		// Destination of EV
G = 10000;  // Large value

Nodes = 16;
Visits = 13;

Station =  [0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0];
Costumer = [0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0];

Adj = 	[
 [0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
 [1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0],
 [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1],
 [0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0],
 [0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0],
 [0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0],
 [0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0],
 [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0],
 [0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0],
 [0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
 [0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0],
 [0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0],
 [0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0],
 [0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0],
 [0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0],
 [0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0],
 [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
];

Trav =	[
 [0.00, 7.55, 7.55, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [7.55, 0.00, 11.59, 0.00, 0.00, 11.33, 0.00, 0.00, 0.00, 7.46, 4.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [7.55, 11.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.75, 0.00, 0.00, 0.00, 0.00, 0.00, 7.55],
 [0.00, 0.00, 0.00, 0.00, 7.26, 0.00, 0.00, 0.00, 12.99, 0.00, 0.00, 8.40, 0.00, 12.62, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 7.26, 0.00, 0.00, 10.10, 0.00, 0.00, 0.00, 0.00, 6.68, 0.00, 7.65, 0.00, 11.06, 0.00],
 [0.00, 11.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 12.25, 0.00, 0.00, 12.42, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 10.10, 0.00, 0.00, 9.75, 0.00, 0.00, 0.00, 0.00, 6.12, 0.00, 4.89, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 9.75, 0.00, 0.00, 0.00, 0.00, 0.00, 10.59, 0.00, 10.29, 0.00, 0.00],
 [0.00, 0.00, 0.00, 12.99, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 5.21, 8.58, 0.00, 6.94, 0.00, 6.17, 0.00],
 [0.00, 7.46, 0.00, 0.00, 0.00, 12.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 4.38, 4.75, 0.00, 0.00, 0.00, 0.00, 0.00, 5.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 8.21, 0.00],
 [0.00, 0.00, 0.00, 8.40, 6.68, 0.00, 0.00, 0.00, 8.58, 0.00, 0.00, 0.00, 0.00, 4.46, 0.00, 7.60, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 12.42, 6.12, 10.59, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 9.18, 0.00, 0.00],
 [0.00, 0.00, 0.00, 12.62, 7.65, 0.00, 0.00, 0.00, 6.94, 0.00, 0.00, 4.46, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.89, 10.29, 0.00, 0.00, 0.00, 0.00, 9.18, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 11.06, 0.00, 0.00, 0.00, 6.17, 0.00, 8.21, 7.60, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 7.55, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
];

Edep =	[
 [0.00, 0.49, 0.49, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.49, 0.00, 0.94, 0.00, 0.00, 0.95, 0.00, 0.00, 0.00, 1.64, 0.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.49, 0.94, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.49],
 [0.00, 0.00, 0.00, 0.00, 0.59, 0.00, 0.00, 0.00, 0.76, 0.00, 0.00, 0.53, 0.00, 0.82, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.59, 0.00, 0.00, 0.71, 0.00, 0.00, 0.00, 0.00, 0.52, 0.00, 0.63, 0.00, 0.80, 0.00],
 [0.00, 0.95, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.92, 0.00, 0.00, 0.86, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.71, 0.00, 0.00, 0.69, 0.00, 0.00, 0.00, 0.00, 0.41, 0.00, 0.40, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0.91, 0.00, 0.76, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.51, 0.66, 0.00, 0.51, 0.00, 0.61, 0.00],
 [0.00, 1.64, 0.00, 0.00, 0.00, 0.92, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.96, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.51, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.76, 0.00],
 [0.00, 0.00, 0.00, 0.53, 0.52, 0.00, 0.00, 0.00, 0.66, 0.00, 0.00, 0.00, 0.00, 0.40, 0.00, 0.56, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.86, 0.41, 0.91, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.61, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.82, 0.63, 0.00, 0.00, 0.00, 0.51, 0.00, 0.00, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.76, 0.00, 0.00, 0.00, 0.00, 0.61, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.80, 0.00, 0.00, 0.00, 0.61, 0.00, 0.76, 0.56, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.49, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
];

Ebox =	[
 [0.00, 0.05, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.05, 0.00, 0.13, 0.00, 0.00, 0.13, 0.00, 0.00, 0.00, 0.21, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.05, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.05],
 [0.00, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00, 0.05, 0.00, 0.08, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.09, 0.00, 0.09, 0.00],
 [0.00, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.11, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 0.05, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.13, 0.00, 0.09, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.09, 0.08, 0.00, 0.06, 0.00, 0.11, 0.00],
 [0.00, 0.21, 0.00, 0.00, 0.00, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.12, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00],
 [0.00, 0.00, 0.00, 0.05, 0.07, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 0.07, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.09, 0.04, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.08, 0.09, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.05, 0.09, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 0.11, 0.00, 0.12, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00],
 [0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]
];
