Initial = 100; // Initial energy level at the depot
Eth = 20;	// Minimum energy level

S = 0;		// Sourse of EV
D = 10;		// Destination of EV
G = 10000;  // Large value

Nodes = 10;
Visits = 8;

ECharging = 1;		// Vehicle charging per time unit
Reroad = 3;			// E-road Charging rate per time unit

Station = [0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0];
Costumer = [0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0];

Adj = 	[
[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0],
			[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0],
			[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1],
			[0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1],
			[0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0],
			[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0],
			[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0],
			[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0],
			[0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0],
			[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1],
			[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]
];

Trav =	[
[0.00, 7.62, 7.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
			[7.62, 0.00, 9.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
			[7.62, 9.21, 0.00, 14.21, 10.05, 0.00, 0.00, 0.00, 0.00, 0.00, 7.62],
			[0.00, 0.00, 14.21, 0.00, 6.13, 5.52, 0.00, 0.00, 9.15, 0.00, 5.86],
			[0.00, 0.00, 10.05, 6.13, 0.00, 8.46, 0.00, 0.00, 0.00, 0.00, 0.00],
			[0.00, 0.00, 0.00, 5.52, 8.46, 0.00, 8.44, 0.00, 0.00, 0.00, 0.00],
			[0.00, 0.00, 0.00, 0.00, 0.00, 8.44, 0.00, 8.55, 12.81, 0.00, 0.00],
			[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 8.55, 0.00, 6.49, 0.00, 0.00],
			[0.00, 0.00, 0.00, 9.15, 0.00, 0.00, 12.81, 6.49, 0.00, 8.69, 0.00],
			[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 8.69, 0.00, 9.49],
			[0.00, 0.00, 0.00, 5.86, 0.00, 0.00, 0.00, 0.00, 0.00, 9.49, 0.00]
];

Dist =	[
[0.00, 4.38, 4.38, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
			[4.38, 0.00, 6.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
			[4.38, 6.68, 0.00, 7.46, 5.11, 0.00, 0.00, 0.00, 0.00, 0.00, 4.38],
			[0.00, 0.00, 7.46, 0.00, 4.09, 3.13, 0.00, 0.00, 6.25, 0.00, 4.10],
			[0.00, 0.00, 5.11, 4.09, 0.00, 7.05, 0.00, 0.00, 0.00, 0.00, 0.00],
			[0.00, 0.00, 0.00, 3.13, 7.05, 0.00, 7.03, 0.00, 0.00, 0.00, 0.00],
			[0.00, 0.00, 0.00, 0.00, 0.00, 7.03, 0.00, 4.70, 7.79, 0.00, 0.00],
			[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 4.70, 0.00, 3.46, 0.00, 0.00],
			[0.00, 0.00, 0.00, 6.25, 0.00, 0.00, 7.79, 3.46, 0.00, 7.24, 0.00],
			[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 7.24, 0.00, 7.04],
			[0.00, 0.00, 0.00, 4.10, 0.00, 0.00, 0.00, 0.00, 0.00, 7.04, 0.00]
];

Edep =	[
[0.00, 0.51, 0.51, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
			[0.51, 0.00, 0.82, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
			[0.51, 0.82, 0.00, 0.85, 0.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.51],
			[0.00, 0.00, 0.85, 0.00, 0.49, 0.36, 0.00, 0.00, 0.75, 0.00, 0.50],
			[0.00, 0.00, 0.58, 0.49, 0.00, 1.86, 0.00, 0.00, 0.00, 0.00, 0.00],
			[0.00, 0.00, 0.00, 0.36, 1.86, 0.00, 1.86, 0.00, 0.00, 0.00, 0.00],
			[0.00, 0.00, 0.00, 0.00, 0.00, 1.86, 0.00, 0.54, 0.91, 0.00, 0.00],
			[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.54, 0.00, 0.39, 0.00, 0.00],
			[0.00, 0.00, 0.00, 0.75, 0.00, 0.00, 0.91, 0.39, 0.00, 1.91, 0.00],
			[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.91, 0.00, 0.87],
			[0.00, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.87, 0.00]
];

Ebox =	[
[0.00, 0.05, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
			[0.05, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00],
			[0.05, 0.12, 0.00, 0.07, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.05],
			[0.00, 0.00, 0.07, 0.00, 0.06, 0.04, 0.00, 0.00, 0.10, 0.00, 0.07],
			[0.00, 0.00, 0.05, 0.06, 0.00, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00],
			[0.00, 0.00, 0.00, 0.04, 0.23, 0.00, 0.23, 0.00, 0.00, 0.00, 0.00],
			[0.00, 0.00, 0.00, 0.00, 0.00, 0.23, 0.00, 0.05, 0.10, 0.00, 0.00],
			[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.05, 0.00, 0.04, 0.00, 0.00],
			[0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.10, 0.04, 0.00, 0.24, 0.00],
			[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.00, 0.14],
			[0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.14, 0.00]
];

Eroad = [	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
			[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
			[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
			[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
			[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0],
			[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0],
			[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
			[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
			[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0],
			[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0],
			[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
];
